Title,URL,Source,Journalist(s),Published Date,Content,Category,Label
Man who almost 'ate himself to the grave' loses 190 kilogrammes,https://www.bbc.com/news/articles/crlx667ed9go,BBC,,24-03-25,"Lying in a hospital bed, Ioan Pollard weighed 45 stone (286kg), his kidney was failing and he did not know if he would even survive the night.

Aged 27 at the time, he needed a transplant but was ineligible for the waiting list due to his weight.

""I really pushed myself as far as I could in terms of how much my body could take,"" said Ioan.

""The hospital staff told me the next eight hours were critical and I may not be here in the morning.""

A new S4C documentary will follow the journalist after he lost 30 stone in order to receive a new kidney and with it, a new life.

A month after his 27th birthday, Ioan almost lost his life.

He had scratches on his leg which had turned septic.

""It was immediately obvious that my kidneys had been severely damaged,"" said Ioan, who lives in Caernarfon, Gwynedd.

""They told me that things didn't look good and that we needed to start talking about dialysis.

""The size and weight of my body meant I had no chance of getting a transplant. The truth is, I was far too fat.""

It was a huge concern for friends and family, especially his mother.

""We were worried about his health. I thought he was going to eat himself to the grave,"" said Eleri Pollard.

Looking back through his clothes from a period where they had be bought from specialist shops, his waist had reached 72 inches.

""I had no self control,"" said Ioan, who is S4C's digital news editor.

""Food controlled everything I did and how I lived my life.

""At the time I didn't accept that I was addicted to food and was overeating but, looking back, I obviously was.""

He added: ""I could be here all day blaming this and that for the situation I was in, but it simply comes down to two things - I was too greedy and too lazy.

""When I look back, I feel embarrassed that I had chosen to live my life like that. It's only now that I realise what I'd done to myself and my body.""

In a period of seven years, with the help of bariatric operations to reduce his stomach and remove skin, he lost more than half his weight - 30 stones (191kg) - he was eligible for a transplant.

It was discovered that his mother was a match and could donate one of her kidneys to her son.

""I want Ioan to live his life, he deserves it,"" she said.

Ioan, now 35, now hopes for a healthier future.

""I've been through so much. I just want this to work without any problems,"" he said.

""It's natural to worry more about mam than myself because mam is putting herself in a vulnerable position to try to improve my life. It all depends on this now.""

Marw Isio Byw, Monday 24 March at 20:00 on S4C

",Human Interest,1
Ex-Bangladesh captain Tamim in hospital after cardiac arrest,https://www.bbc.com/sport/cricket/articles/cy7xzrldgj1o,BBC,Ben Collins,24-03-25,"Tamim Iqbal played county cricket for Nottinghamshire and Essex

Former Bangladesh captain Tamim Iqbal is ""under close observation"" in hospital after suffering a cardiac arrest during a domestic T20 game in Dhaka.

The 36-year-old opener, who represented Bangladesh 391 times between 2007 and 2023, was playing for Mohammedan Sporting Club on Monday.

Tamim, Bangladesh's record run-scorer in one-day internationals, complained of chest pains after taking to the field in their Dhaka Premier League fixture against Shinepukur.

Plans to transport him in a helicopter were abandoned as his condition deteriorated and he was instead taken for immediate treatment at a closer facility, the KPJ Specialized Hospital.

""Tamim Iqbal Khan suffered a cardiac arrest this morning at the Bangladesh Krira Shikkha Protisthan (BKSP),"" read a statement by the Bangladesh Cricket Board.

Tamim received ""immediate emergency medical treatment"" and underwent a ""successful angiogram procedure to address a blockage in one of the arteries of his heart"".

""He is currently under close observation at the hospital's coronary care unit,"" the statement added.

Tamim became only the second Bangladeshi to play county cricket in England with Nottinghamshire in 2011, and also had a spell with Essex in 2017.

He is the only Bangladeshi batter to score centuries in all three international formats.

""We are very thankful to all the medics and specialists for their swift actions in this critical situation,"" said BCB president Faruque Ahmed.

""The outpouring of concern for Tamim reflects how much he is loved and appreciated by the nation.""

Tamim reverses Bangladesh retirement decision

Get cricket news sent straight to your phone

",Sports,1
Pioneering trial could 'switch off' arthritis,https://www.bbc.com/news/articles/clynp17k23po,BBC,Sharon Barbour,24-03-25,"Patients are taking part in a trial that scientists hope could ultimately lead to a cure for rheumatoid arthritis.

TheAuToDeCRA-2study seeks to prove it is possible to train white blood cell commanders - dubbed the ""generals"" of the immune system - to order other ""soldier"" cells to stop attacking healthy tissues.

Prof John Isaacs, who has worked on the condition for 35 years and is leading the research, believes this could make it possible to ""switch off"" rheumatoid arthritis.

Trial participant Carol Robson, from Jarrow in South Tyneside, says the worst part of living with the disease is the pain, but if the research helps ease suffering ""that would be wonderful"".

The study, funded by the charity Versus Arthritis and the European Commission, is being run by Newcastle University and Newcastle Hospitals.

""It's pioneering,"" Prof Isaacs claims. ""There are only one or two other groups around the world doing similar work.""



In this latest research, now in its second phase, certain cells are isolated from a patient's blood.

Prof Isaacs explained there are different types of cells that come together, rather like an army of soldiers, to attack an infection or disease.

These take instructions from the white blood cells known as dendritic cells, which he refers to as the ""generals"" of the immune system.

When these generals sense danger they become excited and send out the attack signal, but when there is no danger detected they remain calm and instruct the army to ignore healthy tissues.

When this goes wrong it causes diseases like rheumatoid arthritis.

Over the course of a week the patient's white blood cells are grown in the lab and trained to resemble the ""calm"" generals so that, when given back to the patient, they command the soldiers to stop attacking the patient's joints.

""In time, this treatment could provide significant benefits to people living with rheumatoid arthritis by 'switching off' the disease,"" Prof Isaacs explains.

Among the estimated 450,000 people in England who live with the condition is 70-year-old former nurse Ms Robson. She wakes up every morning to pain.

Before she was diagnosed she would put her hands in packets of frozen peas in an effort to find some relief.

She now takes immunosuppressants, which she says help a bit, but since being injected with the retrained white blood cells she believes she is in less pain.

""Is this just me hoping it is? But realistically I do think it is better,"" she says.

""If this trial works to switch off rheumatoid arthritis that would be wonderful.

""It's a privilege to be part of something that is actually quite a leap forward - if they get it right.""

The outcome of the Newcastle work is being widely monitored as it could have huge implications for the 18 million rheumatoid arthritis patients worldwide.

Prof Isaacs said, if its successful, the research could also have implications for other autoimmune diseases such as diabetes or multiple sclerosis.

""It's an area of research that we describe as re-education of the immune system.

The first two trials are small - in total about 32 patients have been involved - and more research is needed, but if it shows signs of success another, larger trial will follow.

Even if all goes to plan and the treatment is shown to re-educate the immune system, it may still be another five to 10 years before patients are able to access it.

But Prof Isaacs, who has dedicated his career to the condition, said it would make him and his team immensely proud to have developed the treatment.

Follow BBC North East onX,Facebook,NextdoorandInstagram.

",Human Interest,1
K-pop megastars NewJeans announce hiatus after setback in court battle,https://www.bbc.com/news/articles/cgr2vplwjeeo,BBC,Gavin Butler,24-03-25,"South Korean K-pop group NewJeans have announced they are taking a break from all activities,after a court ruled against themin their ongoing dispute with their record label Ador.

The five-piece, who have attempted to rebrand as NJZ, announced during a show at ComplexCon Hong Kong on Sunday that ""this will be our last performance for a little while"", after debuting their new song Pit Stop.

The court ruling on Friday forbade the group from organising their own appearances, making music or signing advertising deals during their dispute with Ador.

NewJeans are seeking to cut ties with Ador after accusing them of mistreatment, and have said they will challenge the court's ruling.

The group have been embroiled in a lengthy dispute with their record label since August 2024, when Hybe, the parent company of Ador, allegedly forced out NewJeans' mentor, Min Hee-Jin.

The band issued an ultimatum demanding that Min should be restored – and, when Hybe refused, went public with a number of complaints against the label, including the claim it had deliberately undermined their careers.

One of the group's members, Hanni, also alleged thatshe suffered workplace harassmentwhile working with the label.

In a press conference in November, NewJeans announced their departure from the company, saying Hybe and Ador had lost the right to represent them as artists.

The Seoul court ruled that NewJeans' claims did not ""sufficiently prove that Ador violated their significant duty as part of their contract"", adding that the music label had upheld ""most of its duty including payment"".

The court's decision prevents the band from conducting independent activities, which means it will face difficulty rebranding under its new name, NJZ, without facing severe financial penalties for breach of contract.

The Hong Kong concert on Sunday night marked the group's first public appearance since the ruling.

After debuting their new song, the five members Minji, Hanni, Danielle, Haerin and Heyin took turns to read a letter addressing their fans in English and Korean.

""This stage means so much to us and every single one of you who gives us strength just by being here,"" Hanni and Dani said.

""It is really hard for us to say this, but this might be our last performance for a little while. Out of respect for the court's decision, we've decided to pause all our activities for now.

""It wasn't an easy decision,"" they added, ""but we believe this is something we need to do at this moment.""

The group also said that the decision was ""about protecting ourselves so that we can come back even stronger"".

""We had to speak up to protect the values that we believe in, and that was a choice that we don't regret at all,"" they added.

""We surely believe that standing up for our dignity, our rights and everything we deeply care about is something we had to do, and that belief will not change.""

The speech ended an hour-long headlining set in front of a crowd of more than 11,000 fans at the AsiaWorld Expo Arena, Hong Kong's largest live music venue.

The group performed under their new name NJZ, in seeming defiance of last week's ruling.

In a statement on Monday, Ador said they ""regret the members' decision to proceed with a performance under a name other than NewJeans, despite the court order, and their unilateral announcement of a suspension of activities"".

""Ador is fully committed to supporting NewJeans, consistent with the terms of our legally valid exclusive contract,"" they added. ""We hope to meet with the artists as soon as possible to discuss the path forward.""

NewJeans are considered one of the brightest new bands in K-Pop, and were the eighth biggest-selling act in the world in 2023.

",Entertainment,1
Man who almost 'ate himself to the grave' loses 190 kilogrammes,https://www.bbc.com/news/articles/crlx667ed9go,BBC,,24-03-25,"Lying in a hospital bed, Ioan Pollard weighed 45 stone (286kg), his kidney was failing and he did not know if he would even survive the night.

Aged 27 at the time, he needed a transplant but was ineligible for the waiting list due to his weight.

""I really pushed myself as far as I could in terms of how much my body could take,"" said Ioan.

""The hospital staff told me the next eight hours were critical and I may not be here in the morning.""

A new S4C documentary will follow the journalist after he lost 30 stone in order to receive a new kidney and with it, a new life.

A month after his 27th birthday, Ioan almost lost his life.

He had scratches on his leg which had turned septic.

""It was immediately obvious that my kidneys had been severely damaged,"" said Ioan, who lives in Caernarfon, Gwynedd.

""They told me that things didn't look good and that we needed to start talking about dialysis.

""The size and weight of my body meant I had no chance of getting a transplant. The truth is, I was far too fat.""

It was a huge concern for friends and family, especially his mother.

""We were worried about his health. I thought he was going to eat himself to the grave,"" said Eleri Pollard.

Looking back through his clothes from a period where they had be bought from specialist shops, his waist had reached 72 inches.

""I had no self control,"" said Ioan, who is S4C's digital news editor.

""Food controlled everything I did and how I lived my life.

""At the time I didn't accept that I was addicted to food and was overeating but, looking back, I obviously was.""

He added: ""I could be here all day blaming this and that for the situation I was in, but it simply comes down to two things - I was too greedy and too lazy.

""When I look back, I feel embarrassed that I had chosen to live my life like that. It's only now that I realise what I'd done to myself and my body.""

In a period of seven years, with the help of bariatric operations to reduce his stomach and remove skin, he lost more than half his weight - 30 stones (191kg) - he was eligible for a transplant.

It was discovered that his mother was a match and could donate one of her kidneys to her son.

""I want Ioan to live his life, he deserves it,"" she said.

Ioan, now 35, now hopes for a healthier future.

""I've been through so much. I just want this to work without any problems,"" he said.

""It's natural to worry more about mam than myself because mam is putting herself in a vulnerable position to try to improve my life. It all depends on this now.""

Marw Isio Byw, Monday 24 March at 20:00 on S4C

",Human Interest,1
First black Republican congresswoman Mia Love dies at 49,https://www.bbc.com/news/articles/cy7xzzn3kd2o,BBC,Jaroslav Lukiv,24-03-25,"Mia Love, the first US black Republican congresswoman, has died aged 49 in Utah, her family has announced.

""She passed away peacefully"" on Sunday, surrounded by family at her home in the town of Saratoga Springs, a statement said.

Love, a daughter of Haitian immigrants, had represented the state of Utah in the House of Representatives.

Her daughter Abigale said earlier this month that Love had no longer been responding to treatment for brain cancer.

""In the midst of a celebration of her life and an avalanche of happy memories, Mia quietly slipped the bands of mortality and, as her words and vision always did, soared heavenward,"" said the family statement, which was posted on X.

Paying tributes to Love, Utah Governor Spencer Cox wrote: ""A true trailblazer and visionary leader, Mia inspired countless Utahns through her courage, grace, and unwavering belief in the American dream.

""Her legacy leaves a lasting, positive impact on our state. We will miss her deeply.""

Mia Love's political career formally started in 2003 when she won a seat on the Saratoga Springs' city council, and she later became the mayor, aged 34.

In 2014, she was elected to the US House of Representatives. She made history as the first black Republican woman to take up the role, and served two terms.

Love was critical of Donald Trump when he was running for president in 2016, endorsing instead his Republican nomination rival Texas Senator Ted Cruz, who dropped out of the race a few months later.

She also called for Trump to publicly apologise for makingderogatory comments about Haitiin 2018.

Her bid for a third term ended in a razor-thin defeat to her Democratic rival Ben McAdams.

Trump reacted to that by saying at a news conference: ""Mia Love gave me no love, and she lost.""

Before entering politics, the mother of three worked for some time as a flight attendant.

As a teenager she dreamed of an acting career, later graduating from the University of Hartford in Connecticut with a degree in musical theatre.

In 2022, Love was diagnosed with glioblastoma, a fast-moving and aggressive form of brain cancer, and was given just 10-15 months to live - which she surpassed.

Her death comes nearly two weeks after Love wrote anopinion piece for Deseret News, which she said was ""not to say goodbye but to say thank you and express my living wish for you and the America I know"".

",Politics,1
Impractical Jokers star Gatto denies abuse but admits 'poor judgment',https://www.bbc.com/news/articles/c14jd3pm07jo,BBC,,24-03-25,"Impractical Jokers star Joe Gatto has denied a TikTok user's claims of sexual assault, but has admitted exercising ""poor judgment"".

The 48-year-old US comedian, who appeared on the prank show from 2011-21, responded after a woman alleged he sexually assaulted her in 2023, when she was 19.

In a statement to US media, Gatto said: ""I have used poor judgment and as a result have violated the trust of the people I love most. But anyone who knows me at all knows full well that I wouldn't assault anyone.""

He added: ""Working on myself is an ongoing process, and I am now going to take some time away from the public eye to focus my energies where I need to.""

The TikTok user claimed she had been abused by the star at a Milwaukee hotel in September 2023, after having been invited to see one of his stand-up shows  following a chance meeting.

""I got sexually assaulted by Joe Gatto, the Impractical Joker,"" she said in a video posted on Thursday, adding she had been talking about her experience ""for over a year"" and had not expected it to suddenly go viral.

She said she had been to see Gatto at his hotel after the gig. ""I don't want to go into the details about everything,"" she continued, but added she also did not ""want any girl to feel"" the way he made her feel.

She posted pictures of bruises on her bottom that the star allegedly caused with his teeth.

Gatto starred on Impractical Jokers - a hidden camera US comedy and reality show with improvisational elements - for nine seasons before leaving in 2021.

He said at the time he was stepping away ""due to some issues in my personal life"" amid his separation from his wife.

In September 2023, Gatto shared online that the couple had reconciled.

",Entertainment,1
Ex-Bangladesh captain Tamim in hospital after cardiac arrest,https://www.bbc.com/sport/cricket/articles/cy7xzrldgj1o,BBC,Ben Collins,24-03-25,"Tamim Iqbal played county cricket for Nottinghamshire and Essex

Former Bangladesh captain Tamim Iqbal is ""under close observation"" in hospital after suffering a cardiac arrest during a domestic T20 game in Dhaka.

The 36-year-old opener, who represented Bangladesh 391 times between 2007 and 2023, was playing for Mohammedan Sporting Club on Monday.

Tamim, Bangladesh's record run-scorer in one-day internationals, complained of chest pains after taking to the field in their Dhaka Premier League fixture against Shinepukur.

Plans to transport him in a helicopter were abandoned as his condition deteriorated and he was instead taken for immediate treatment at a closer facility, the KPJ Specialized Hospital.

""Tamim Iqbal Khan suffered a cardiac arrest this morning at the Bangladesh Krira Shikkha Protisthan (BKSP),"" read a statement by the Bangladesh Cricket Board.

Tamim received ""immediate emergency medical treatment"" and underwent a ""successful angiogram procedure to address a blockage in one of the arteries of his heart"".

""He is currently under close observation at the hospital's coronary care unit,"" the statement added.

Tamim became only the second Bangladeshi to play county cricket in England with Nottinghamshire in 2011, and also had a spell with Essex in 2017.

He is the only Bangladeshi batter to score centuries in all three international formats.

""We are very thankful to all the medics and specialists for their swift actions in this critical situation,"" said BCB president Faruque Ahmed.

""The outpouring of concern for Tamim reflects how much he is loved and appreciated by the nation.""

Tamim reverses Bangladesh retirement decision

Get cricket news sent straight to your phone

",Sports,1
Ex-Bangladesh captain Tamim in hospital after cardiac arrest,https://www.bbc.com/sport/cricket/articles/cy7xzrldgj1o,BBC,Ben Collins,24-03-25,"Tamim Iqbal played county cricket for Nottinghamshire and Essex

Former Bangladesh captain Tamim Iqbal is ""under close observation"" in hospital after suffering a cardiac arrest during a domestic T20 game in Dhaka.

The 36-year-old opener, who represented Bangladesh 391 times between 2007 and 2023, was playing for Mohammedan Sporting Club on Monday.

Tamim, Bangladesh's record run-scorer in one-day internationals, complained of chest pains after taking to the field in their Dhaka Premier League fixture against Shinepukur.

Plans to transport him in a helicopter were abandoned as his condition deteriorated and he was instead taken for immediate treatment at a closer facility, the KPJ Specialized Hospital.

""Tamim Iqbal Khan suffered a cardiac arrest this morning at the Bangladesh Krira Shikkha Protisthan (BKSP),"" read a statement by the Bangladesh Cricket Board.

Tamim received ""immediate emergency medical treatment"" and underwent a ""successful angiogram procedure to address a blockage in one of the arteries of his heart"".

""He is currently under close observation at the hospital's coronary care unit,"" the statement added.

Tamim became only the second Bangladeshi to play county cricket in England with Nottinghamshire in 2011, and also had a spell with Essex in 2017.

He is the only Bangladeshi batter to score centuries in all three international formats.

""We are very thankful to all the medics and specialists for their swift actions in this critical situation,"" said BCB president Faruque Ahmed.

""The outpouring of concern for Tamim reflects how much he is loved and appreciated by the nation.""

Tamim reverses Bangladesh retirement decision

Get cricket news sent straight to your phone

",Sports,1
Blood brothers - bonds and betrayal on a rugby pitch,https://www.bbc.com/sport/rugby-union/articles/cqjd1p98l4jo,BBC,Mike Henson,24-03-25,"Blood brothers - bonds and betrayal on a rugby pitch

Tom Williams, kneeling on one knee, runs his hand over the blades of grass. His eyes are desperately scanning as his heartbeat rises further.

It is deep in the second half of the 2009 Heineken Cup quarter-final at the Stoop. Williams' team - Harlequins - are a point down.

It is the biggest match the 25-year-old has ever played in.

Harlequins are aiming to make the last four for the first time. Trying to stop them are a star-studded Leinster team featuring the likes of Brian O'Driscoll, Jamie Heaslip, Rob Kearney and Felipe Contepomi.

The stakes are sky-high and time is tight.

But Williams has a more pressing concern.

""I had taken the blood capsule out of my sock, put it in my mouth, and then tried to chew down on it,""he remembers on Sportâs Strangest Crimes: Bloodgate, a BBC Radio 5 Live podcast that delves deeper than ever into one of rugby's most infamous scandals.

""But it fell out on to the floor. I'm red-green colour-blind. I can't see the thing on the floor so I am searching around for it.

""It's just the ridiculousness of it.""

A few minutes later, everyone could see it.

LISTEN: Bloodgate - Sport's Strangest Crimes

Williams, having found the capsule and burst it between his teeth, was led off the pitch, with strangely scarlet blood streaming from his mouth, splattering on Quins' famous quartered shirt.

A blood injury meant Harlequins could bring their star fly-half Nick Evans, previously substituted, back on for a late drop-goal shot at glory.

Williams departed the pitch against Leinster accompanied by physio Steph Brennan, left, watched by the Sky Sports cameras

The convenience of Williams' injury raised eyebrows and suspicions.

""Who punched Tom Williams in the mouth, Tom Williams?"" said former Bath and England fly-half Stuart Barnes as he commentated on Sky Sports.

Further along in the press box, Brian Moore was working for BBC Radio.

""What a load of rubbish. That is gamesmanship at best, downright cheating at worst,"" he said on air.

Down on the touchline, Leinster's staff were making a similar point, if in stronger language.

""As it was playing out [Harlequins director of rugby] Dean Richards was on the sidelines and I had a few words with him,"" says Ronan O'Donnell, the Irish side's operations manager.

""I'd probably have to bleep a few of them out. I just told him he was cheating and he knew he was cheating.""

O'Donnell repeated his claim to one of the touchline officials.

""He showed me his fingers,"" remembers O'Donnell.

""He'd got some of the 'blood' on his fingers and it was like a Crayola marker had burst on his hands. It was that sort of texture and colour. He wasn't happy about it either.""

Williams headed down the tunnel, surrounded by Harlequins staff. Members of the Leinster backroom followed in hot pursuit.

The truth went with them. But it didn't take long to emerge.

This video can not be played

Bloodgate: The scandal that rocked rugby union

Richards was asked about Williams' apparent injury immediately after the match.

""He came off with a cut in his mouth and you have a right, if someone has a cut, to bring them off,"" he said.

""So your conscience is clear on that one?"" persisted touchline reporter Graham Simmons.

""Yes, very much so,"" affirmed Richards.

The capsule was done, but the cover-up had begun.

Williams, by then, did have a cut in his mouth.

Locked in the home dressing room, while Leinster staff and match officials hammered on the door demanding entry and an explanation, he had pleaded with club doctor Wendy Chapman to use a scalpel to create a real injury in place of the fake one.

With the volume increasing outside, she reluctantly did so. A photo was taken as evidence to support Quins' conspiracy.

""We were trying to win and we thought nothing of it in terms of ethics,"" Williams tells Bloodgate.

""We thought we were just pushing the boundaries and doing what it took to try and get a result.""

They had failed to do so on the pitch. A limping Evans had shanked a late drop-goal and Leinster hung on to win.

Soon, they needed to do so in a boardroom.

Three months after the match, Williams, Chapman, Richards and Harlequins physio Steph Brennan were sat in the plush offices of a central London law firm.

All faced misconduct charges. And a big screen.

The screen played television pictures which had never originally been broadcast.

They showed Brennan appearing to pass something to Williams as he went on the pitch to treat another player. Williams then appeared to fold the mystery object into the top of his sock.

And then finally, a few minutes later, the wing, kneeled, retrieved it and, after dropping it on the floor, placed it back in his mouth.

Together with the footage of him walking off the pitch, winking to a team-mate en route, it made a compelling case.

Dean Richards was a legendary player, winning 48 England caps and representing the British and Irish Lions, before moving into coaching

The club had its defence though.

Richards had co-ordinated their accounts.

Williams, they all claimed, had been retrieving his mouthguard from his sock. His mouth was already bleeding. Chapman had applied gauze to Williams' mouth, not a scalpel.

Richards called the charges against him and his club ""ridiculous"", claiming that fair play was ""in-built"" to his coaching.

Brennan, who had bought the capsule used by Williams from a fancy dress shop in Clapham, claimed never to have seen them outside of a Halloween party.

The panel presiding over the case were suspicious, but, with Quins' backroom staff sticking rigidly to their story, they couldn't unpick the full connivance.

""It was just so obviously a lie,"" says Williams. ""I realised I was properly in trouble.""

When the verdict came, it landed wholly on Williams. He was banned from rugby for a year. Richards, Chapman and Brennan were all cleared, with the club handed a 250,000 euro fine for failing to control their player.

WIlliams was, in the eyes of the adjudicating panel, a lone rogue agent.

Harlequins, united in both the crime and cover-up, were suddenly divided by a punishment that touched only one of their number.

Ugo Monye, right, spent the whole of his 13-year professional career at Harlequins

Williams, having supposedly brought disgrace on Harlequins by independently concocting the blood capsule plan, sought advice from the Rugby Players' Association.

They urged him to appeal, to blow the whistle on the whole plot.

But the club had other ideas. Williams was offered a new two-year deal, three years of guaranteed employment at the club once he had retired and a promise to help him build a career outside of rugby.

He just had to hold back on the real story. He had to be a team-mate once more. He had to protect the club that meant so much to them all.

The full extent of the plot, the complicity of the club's medical staff and coaches, couldn't come out.

""They said to me 'do you understand the impact of this decision you're about to make? If you come forward and show this, Harlequins will be kicked out of Europe, your friends' playing opportunities for their countries will be reduced, Steph and Wendy will be struck off, we'll lose sponsors we'll lose money',"" Williams remembers.

""Playing rugby was all I wanted to do and all I felt that I could do.

""So I was stuck between coming forward and telling the truth and falling on my sword. And I didn't know what to do.""

""I'd have taken the rap,"" Ugo Monye, Williams' team-mate at the time, tells Bloodgate. ""With the deal that was supposedly being offered, 100%.""

The pressure was extreme.

Harlequins were desperate to contain a toxic scandal. Banned and branded a cheat, Williams wanted to tell the truth, explain his actions and rescue his rugby dreams.

At one point, he asked for more money in exchange for his silence; Â£390,000 to pay off his mortgage and a four-year contract. Quins refused.

In a statement from the time Quins chairman Charles Jillings described Williams' demands as ""exorbitant"" and ""shocking"". He insisted that ""under no circumstances was the financial proposal a reward for Tom's silence.""

""I'd sunk to rock bottom,"" says Williams. ""It was a catastrophic period from a personal standpoint.""

And all the time, the clock was ticking.

Williams had one month to appeal against his ban, to go public and get his career back on track.

Two days before the window to appeal shut, an email landed in Williams inbox.

He wasn't the only one considering an appeal. The European Cup organisers too were unhappy that he was the only person found guilty. They knew there must be more to the case.

The chances of one young player coming up with such a scheme on his own and carrying it out in secret in the tight and tightly-controlled environment of a professional club were remote.

They wrote to tell Williams they were to appeal against Richards, Brennan and Chapman being cleared. They would call him as a witness, cross-examine him and, if he didn't comply, level a second misconduct charge at him.

""His face literally just went white,"" remembers Alex, Williams' girlfriend at the time, now wife.

A final summit meeting with the Harlequins hierarchy was called.

Tom and Alex drove to the Surrey home of one of the club's board. Drinks and snacks were laid out, but the conversation soon turned to business.

""We were going round and round in circles,"" remembers Tom.

""Harlequins were saying to me, if I fell on my sword, for want of a better term, they would guarantee me future employment, pay off some of my mortgage, pay for me to go on sabbatical and we'll guarantee my girlfriend's future employment.

""On the other hand, if I came forward and told the truth they said l would bury the club.""

Frustrated, stressed and tired after three hours of back and forth, Alex excused herself for a cigarette break. As she stubbed it out and prepared to go back into the meeting, she saw Tom coming in the opposite direction.

He had given up. He would run away, leave the country, turn his back on rugby, start again - anything to get out of this situation.

Alex hadn't finished though. She wanted to ask one more question of the 13 men in the room.

She walked back in.

""I remember the surprise on their faces when it was just me standing there,"" she says.

""I said 'I'm really sorry to bother you again, but do you mind if I just have you for a couple more minutes? I just want to ask you all individually one question'.

""I went round and I actually pointed to every single person and I just said, 'Is this Tom's fault?' And each of them gave a resounding no. Every single one of them.""

""Alex humanised me again, because I had dehumanised myself, Harlequins had dehumanised me,"" says Tom.

""I was a pawn by that point, and I was ready to be moved in any way that anyone pushed me.

""She was the person from outside of this tight rugby centric-environment who could cut through that.

""She said what had gone on was not my fault - what had gone on was wrong - and made people realise that.""

Then-Leinster coach Michael Chieka, far right in black coat, was keen to make his point to match officials as Tom Williams headed for the dressing room

Early the next morning, Tom got a phone call.

Richards had resigned. Harlequins said they would support Williams telling the truth and accept the fall-out.

The game was up. The cover-up would be uncovered. The truth would change lives.

At a hearing in Glasgow, Williams told the full story.

Richards admitted instructing physio Brennan to carry the blood capsules in his medical bag ""just in case"". He was judged to be the ""directing mind"" of the Bloodgate plot and banned from rugby for three years.

Brennan admitted buying the fake blood in advance and was described as Richards' ""willing lieutenant"". He was banned from the sport for two years and a dream job working with England, all lined up, was gone.

Harlequins' club doctor Chapman was referred to the General Medical Council. By cutting open Tom's mouth, she had contravened a central principle of medicine to ""do no harm"".

She said she was ""ashamed"" and ""horrified"" by what she had done, but she had an unlikely supporter.

Arthur Tanner - the Leinster doctor that day at the Stoop, one of those incensed by Tom's fake injury - spoke up for her.

""When it transpired that she had been forced and coerced into doing it I really felt very, very sorry for her because I realised there was going to be a difficult two or three years ahead of her,"" he said.

Tom, who had pleaded with Chapman to cut his mouth, also supported her, telling the hearing she is ""as much a victim in all this as me"".

""It's a huge regret of mine... putting her in a position where she felt she had no other option but to do it,"" says Tom.

Chapman was cleared to return to medicine.

Of the quartet though, Williams was the only one to stay at Harlequins.

At the first game of the following season, some opposition fans turned up dressed as vampires.

He was targeted on the pitch, with opposing players aiming taunts, and sometimes punches, at him.

There was no sanctuary in the home dressing room either.

""A number of my team-mates would have been loyal to Dean Richards and felt that I'd betrayed not only him, but also them as a club,"" remembers Williams.

""It definitely impacted them, there was definitely a level of distrust, probably dislike as well.""

Williams became a quieter, sadder, slower presence. The zip was gone from his game, the smile was gone from his face.

It seemed he was just playing out his contract, an unwanted reminder of the past as Harlequins built an exciting new team under new boss Conor O'Shea during the 2011-12 season.

""I'd lost every morsel of confidence that I possibly could have had,"" remembers Williams.

""I wasn't in the team. I was just that person around training who had done something in the past.""

But, after a starring cameo in a win over French giants Toulouse, something reignited in Williams' game.

The season ended with Harlequins winning their first Premiership crown in the Twickenham sun, with Williams scoring the first try in front of Alex and their young son.

""It's curious how sport works, how life works out,"" says Williams.

""You go from dead and buried to feeling the elation of being on top of the world.""

Williams scored the opening try for Harlequins in the 2012 Premiership final

But you can also go in the opposite direction.

Williams played for Harlequins until 2015 when moved on to the coaching staff. In 2019, he left rugby to pursue a career in consultancy.

""About five years ago, I was diagnosed with depression and anxiety, and I suspect that it came from this event,"" he says.

""I've been on medication ever since, and I struggle on a day-to-day basis.

""My initial impression is always to trust, and that got me in trouble in the first place - but it's how I operate best. I try and see the best in people.

""I try and see the best in everyone involved. And I wish them the best because there's no point holding on to it.

""Ultimately, it was a game of sport, but it did mean everything to me at the time.

""I wish I had the self-awareness and perspective I have now.

This video can not be played

Tom Williams on the legacy of âBloodgateâ

""I am very, very happy now. I've got three children who are healthy and happy, and I feel like I'm building a life for myself that isn't identified by a moment in time in 2009.""

Escaping the taint of what spilled from the capsule and cut that day has been hard for all involved.

Dean Richards and Mark Evans both declined to be interviewed for this podcast series. Steph Brennan did not respond to our requests, while Dr Wendy Chapman could not be reached.

",Sports,1
